cost,displays,clicks,post_click_conversions,post_click_sales_amount,revenue
0.3201,1264,3,0,0.0,0.1635
0.602,6222,13,0,0.0,0.7011
32.5045,37937,143,117,5848.2096,27.0
4.6632,42954,235,2,82.996,9.187
0.0146,100,0,0,0.0,0.0
1.2335,2231,29,9,130.6184,3.1678
3.0261,17413,115,2,115.2837,4.4743
0.7429,2460,7,3,77.7745,0.3737
1.3587,49981,89,1,59.749,4.627
0.2733,436,1,0,0.0,0.0533
0.24,343,1,0,0.0,0.0
0.4069,2467,11,0,0.0,0.5867
10.8161,23987,655,18,1514.7034,26.1955
0.0869,59,0,0,0.0,0.0
0.5534,822,26,5,286.4769,2.7649
20.216,29561,112,98,5533.2037,12.0
0.2701,1149,2,0,0.0,0.108
0.0137,141,1,0,0.0,0.0531
1.0614,3254,14,1,38.5046,0.7461
0.0862,156,0,0,0.0,0.0
1.4761,3741,28,2,110.5407,4.9967
0.5057,2361,7,0,0.0,0.3757
2.0359,2817,18,5,1765.8512,3.3177
0.3003,495,1,0,0.0,0.0533
8.6388,15169,139,11,702.4032,26.2054
0.1021,280,2,0,0.0,0.1036
0.0168,129,0,0,0.0,0.0
0.0398,1675,3,0,0.0,0.1542
2.3111,2734,85,0,0.0,4.4787
0.9278,4546,6,3,53.6393,0.3298
2.2173,2940,53,0,0.0,2.1712
0.048,3,0,0,0.0,0.0
204.9001,165306,1324,483,24902.2051,241.0
0.7033,4018,8,0,0.0,0.4348
0.0237,141,0,0,0.0,0.0
117.4515,141269,3011,1664,82891.5712,321.0
0.8172,5660,40,0,0.0,2.1971
22.9936,40411,1407,38,2894.3824,56.8497
157.9301,122146,2187,1459,61924.5499,240.0
0.0011,2,0,0,0.0,0.0
0.8974,18939,36,0,0.0,1.9284
0.3376,3391,10,0,0.0,0.3888
0.1234,310,0,0,0.0,0.0
25.3205,13880,128,51,2224.656,24.0
0.4308,1630,15,0,0.0,0.8035
104.0209,80467,548,184,8035.0029,99.3946
0.0127,570,0,0,0.0,0.0
0.288,394,3,0,0.0,0.3281
1.3288,2006,62,9,289.0889,11.5924
0.6246,936,2,0,0.0,0.1067
27.8602,17091,82,38,2432.412,15.0
0.1023,267,0,0,0.0,0.0
18.9343,14738,83,22,905.0407,15.0
0.035,65,0,0,0.0,0.0
0.1126,177,7,0,0.0,1.3056
1.7677,2853,75,1,18.4871,3.0229
38.9031,55269,828,277,13333.0935,155.0
0.4219,5275,17,0,0.0,0.6866
11.0745,19431,111,108,5397.4304,11.0
0.004,5,0,0,0.0,0.0
0.0016,2,0,0,0.0,0.0
0.0008,1,0,0,0.0,0.0
0.3226,532,1,0,0.0,0.184
0.6441,641,5,0,0.0,0.2662
20.4109,43046,1318,13,1243.8709,51.6722
4.4345,7158,36,5,240.2022,6.4996
0.043,76,0,0,0.0,0.0
33.0908,58675,2123,27,3014.0942,82.5358
0.7467,1321,35,0,0.0,1.8652
0.8028,2828,2,0,0.0,0.1069
0.258,1698,3,0,0.0,0.1631
5.5878,5006,42,17,647.5443,5.0
0.0086,151,0,0,0.0,0.0
66.3274,99128,435,295,13569.2693,47.0
0.3904,1015,1,0,0.0,0.0549
271.3497,208850,2598,941,44131.6336,484.0
0.0009,30,0,0,0.0,0.0
3.9615,10014,82,13,381.7819,8.8413
0.0012,3,0,0,0.0,0.0
0.0828,168,1,0,0.0,0.1103
0.1176,145,0,0,0.0,0.0
1.4689,14745,73,1,75.4693,4.0673
38.6859,56081,732,315,12794.394,135.0
0.0036,363,0,0,0.0,0.0
3.4439,19194,35,3,135.1718,1.885
0.0242,37,1,0,0.0,0.1885
0.0007,1,0,0,0.0,0.0
0.0002,2,1,0,0.0,0.1076
0.0008,1,0,0,0.0,0.0
1.3207,12168,46,0,0.0,2.4948
0.0016,2,0,0,0.0,0.0
199.3914,175610,2936,2025,87744.5544,322.0
4.4489,59998,180,2,201.9655,9.4358
0.0066,5,0,0,0.0,0.0
0.3955,1723,11,0,0.0,0.5883
0.9547,2201,15,3,32.271,2.7992
0.1581,256,1,0,0.0,0.0514
0.0045,3,0,0,0.0,0.0
0.0116,54,0,0,0.0,0.0
4.5437,9048,31,5,264.4747,5.9141
0.0171,11,0,0,0.0,0.0
0.0013,2,0,0,0.0,0.0
0.0651,74,0,0,0.0,0.0
0.8308,6153,40,0,0.0,1.608
2.7543,3041,64,0,0.0,3.4359
39.4806,113506,1488,17,1622.0492,59.4436
0.1567,606,2,0,0.0,0.3797
0.3254,1179,3,0,0.0,0.5532
4.8187,93287,265,2,34.4332,14.1524
4.3629,4424,66,5,187.2484,12.0746
5.3534,14411,38,24,1411.7994,4.0
0.0022,4,0,0,0.0,0.0
291.3914,234278,1491,786,34967.9233,278.0
1.6013,6793,8,1,16.7038,0.4265
8.4749,16114,665,11,1032.9583,26.5944
2.1606,4298,17,1,128.7325,0.9216
14.1759,29213,809,11,1102.4831,32.685
1.1071,2428,36,0,0.0,1.9196
0.0138,172,0,0,0.0,0.0
0.1033,1503,4,0,0.0,0.1622
0.2711,503,0,0,0.0,0.0
288.2962,327105,5940,2527,126931.5503,1108.0
0.0008,2,0,0,0.0,0.0
0.2967,286,2,0,0.0,0.1084
12.9434,26586,112,13,431.1761,20.8307
0.0219,86,1,0,0.0,0.1866
0.6146,658,12,0,0.0,0.6386
0.0484,2280,3,0,0.0,0.1555
0.9231,5013,8,2,71.2855,0.4391
2.8205,3702,39,0,0.0,2.0162
0.1292,406,4,0,0.0,0.7589
0.0034,17,0,0,0.0,0.0
0.0015,1,0,0,0.0,0.0
0.0179,152,0,0,0.0,0.0
0.0288,199,1,0,0.0,0.1829
0.0089,16,0,0,0.0,0.0
16.1567,29020,215,20,860.0819,39.1283
1.7851,24420,88,2,183.875,4.7661
0.3573,7703,14,0,0.0,0.7641
0.002,21,1,0,0.0,0.1091
13.0473,28666,755,18,916.0838,29.6727
23.9892,45800,310,117,6490.5806,57.0
0.3574,385,2,0,0.0,0.1066
6.1647,18633,382,4,630.4456,15.4312
7.1757,4589,82,15,965.2843,8.9676
216.2068,150525,698,562,28925.4517,132.0
11.7386,20718,174,24,1691.592,32.729
1.258,1939,72,2,252.942,13.6615
0.1343,381,1,1,47.1867,0.0515
0.0147,15,0,0,0.0,0.0
0.0254,90,1,0,0.0,0.0551
0.0801,131,0,0,0.0,0.0
0.002,197,0,0,0.0,0.0
1.4163,2761,20,2,288.6246,2.1357
0.1734,946,6,0,0.0,0.3209
0.0002,0,0,0,0.0,0.0
0.4184,1139,13,0,0.0,1.4339
1.2576,1934,10,8,788.3831,1.9027
0.0056,8,0,0,0.0,0.0
0.6712,1609,6,1,53.1607,1.0974
17.2636,33290,1231,39,3874.6408,50.0545
0.1489,384,2,0,0.0,0.3618
0.956,2585,7,0,0.0,0.3681
1.3203,1419,12,2,53.2647,0.6407
0.3031,1128,5,0,0.0,0.2753
7.3203,71402,232,2,220.0879,12.3289
0.0853,76,6,2,702.4274,0.638
1.0566,11402,34,0,0.0,1.8725
0.0694,39,0,0,0.0,0.0
16.0695,19887,441,6,263.6491,17.6361
0.8628,23620,46,0,0.0,2.5106
0.0008,3,0,0,0.0,0.0
1.8272,7901,19,3,132.4697,1.013
118.6528,141908,602,602,28856.5967,65.0
18.3972,17597,98,34,1032.763,18.0
0.0109,17,0,0,0.0,0.0
0.0143,1124,2,0,0.0,0.1087
0.0167,8,0,0,0.0,0.0
0.2036,730,9,0,0.0,0.4759
0.1441,380,5,0,0.0,0.5433
0.3029,1337,5,0,0.0,0.1944
1.7248,4320,41,0,0.0,2.1426
0.0235,52,2,0,0.0,0.1077
0.8123,13263,47,0,0.0,2.5455
8.9646,87612,423,2,78.9755,21.8201
124.8855,44995,660,357,17313.5692,123.0
0.1149,739,1,0,0.0,0.1809
0.8059,2800,6,3,96.8771,1.0
29.1074,142124,1914,21,3120.6825,77.8242
4.3635,2969,65,0,0.0,2.5979
0.423,422,6,0,0.0,0.6509
0.2828,496,8,0,0.0,0.4265
0.0017,1,0,0,0.0,0.0
34.0419,137381,3021,38,2558.7527,119.8832
0.0022,9,0,0,0.0,0.0
3.7999,57613,190,1,257.6892,9.801
0.9293,8798,44,1,2.7343,1.778
0.1856,628,5,0,0.0,0.269
0.038,26,0,0,0.0,0.0
133.0178,131668,1564,803,31424.0208,167.0
0.0144,10,0,0,0.0,0.0
0.0259,51,0,0,0.0,0.0
0.4057,1908,0,0,0.0,0.0
0.1676,607,3,0,0.0,0.5644
2.4225,2648,42,5,327.1309,4.5769
3.521,14586,40,2,69.9332,2.1807
0.0069,127,1,0,0.0,0.0522
8.7643,79513,445,4,195.6076,24.5353
0.007,3,0,0,0.0,0.0
1.6674,7501,18,2,163.9156,0.9466
4.3646,8919,43,16,1120.1754,4.0
56.9135,300759,3594,32,3295.705,139.3731
0.3003,4581,28,0,0.0,1.1044
2.5222,4452,25,0,0.0,4.6948
3.8116,41475,147,0,0.0,7.9259
0.0129,1,0,0,0.0,0.0
0.0018,5,0,0,0.0,0.0
1.4602,12738,58,0,0.0,3.1556
5.2024,20428,43,6,679.9925,2.292
28.1101,37885,223,50,3150.8703,42.3328
0.1037,154,7,4,67.2311,1.0
0.3842,397,0,0,0.0,0.0
1.6971,22540,74,2,132.8988,4.0421
0.0104,57,0,0,0.0,0.0
0.1686,710,2,0,0.0,0.0784
1.1079,9193,38,1,110.7482,2.0963
26.6826,20553,119,37,2962.2519,21.0
0.0642,89,0,0,0.0,0.0
63.2503,52891,1454,54,3737.3083,58.6076
0.013,325,0,0,0.0,0.0
0.3013,377,3,0,0.0,0.1627
0.4328,1978,6,1,7.0121,1.1198
2.6395,4301,22,0,0.0,4.1034
0.1541,589,3,0,0.0,0.1634
0.0,1,0,0,0.0,0.0
0.0875,96,0,0,0.0,0.0
0.0111,71,0,0,0.0,0.0
0.0015,1,0,0,0.0,0.0
0.5709,669,40,0,0.0,2.1931
0.1008,169,1,0,0.0,0.0542
0.1086,308,5,0,0.0,0.5348
0.182,292,0,0,0.0,0.0
1.4164,2709,76,0,0.0,3.908
1.0634,1347,15,0,0.0,0.8136
37.52,96474,1719,33,2798.9282,69.8952
0.3096,1016,5,0,0.0,0.2711
0.001,1,0,0,0.0,0.0
8.4985,10178,298,10,516.4927,12.1046
0.0077,15,0,0,0.0,0.0
0.4581,398,1,0,0.0,0.0522
0.005,4,0,0,0.0,0.0
5.0082,90641,219,4,541.4464,11.6697
0.9341,566,2,0,0.0,0.373
0.004,2,0,0,0.0,0.0
0.8402,4373,13,0,0.0,0.702
0.0076,28,0,0,0.0,0.0
1.1236,6847,37,0,0.0,1.4797
2.7154,13351,191,0,0.0,10.4898
0.0054,10,0,0,0.0,0.0
2.2565,2338,30,0,0.0,3.2993
1.0074,4191,12,2,184.7654,1.2952
2.1978,5480,13,1,14.1757,0.6927
7.7799,89852,391,0,0.0,20.8439
5.0628,6268,87,0,0.0,4.6757
0.5089,1327,9,0,0.0,0.9924
7.9516,23816,58,10,907.5142,3.2367
0.0797,120,1,0,0.0,0.0544
0.2978,2123,8,0,0.0,0.4126
0.1579,1897,15,1,60.073,0.6061
0.0755,242,0,0,0.0,0.0
9.5964,41406,614,24,1373.1005,25.1511
73.5196,304259,3328,52,6350.6364,130.8237
1.6173,13384,77,0,0.0,4.1001
0.0002,2,0,0,0.0,0.0
0.0008,2,0,0,0.0,0.0
3.0996,14423,45,6,196.585,2.4301
7.9249,7206,179,14,1045.2681,19.5783
12.0469,28532,668,8,547.2576,25.8437
0.0987,142,0,0,0.0,0.0
0.1736,327,0,0,0.0,0.0
0.2177,1512,8,0,0.0,0.4364
2.241,32320,151,0,0.0,8.4253
1.0512,2611,16,5,302.1843,3.0008
0.3553,1119,4,0,0.0,0.2179
0.0006,1,0,0,0.0,0.0
0.006,713,0,0,0.0,0.0
2.5186,15334,57,0,0.0,2.3032
0.0124,10,0,0,0.0,0.0
0.007,135,0,0,0.0,0.0
8.1147,22815,383,7,303.2967,15.6905
0.3803,5297,28,0,0.0,1.5078
0.6395,15896,52,0,0.0,2.8337
0.1185,2847,10,0,0.0,0.534
1.6288,3967,55,1,37.8933,2.1288
0.5337,1142,0,0,0.0,0.0
0.1846,168,4,0,0.0,0.427
0.5184,3941,17,0,0.0,0.9285
31.226,17590,182,66,3072.4577,32.4829
0.0003,1,0,0,0.0,0.0
0.2048,420,1,0,0.0,0.1863
0.0007,1,0,0,0.0,0.0
21.1896,16161,107,60,2103.306,20.0
0.004,10,0,0,0.0,0.0
0.0168,21,0,0,0.0,0.0
0.8326,6259,56,0,0.0,2.2395
1.659,16449,52,0,0.0,2.7762
2.0863,7195,71,3,399.334,2.8685
0.003,6,0,0,0.0,0.0
0.0305,175,0,0,0.0,0.0
1.3061,4471,21,7,435.7248,3.9186
0.0,1,0,0,0.0,0.0
0.6021,1241,13,0,0.0,0.705
0.0411,74,0,0,0.0,0.0
0.3055,1714,14,0,0.0,0.7258
0.0471,78,0,0,0.0,0.0
2.2085,31425,213,1,38.2227,8.726
2.5016,26938,154,1,14.4864,6.2548
9.7025,9424,51,33,1333.0104,5.0
5.7206,8759,43,3,16.389,7.7382
205.8287,172430,1573,732,29422.6545,284.0246
0.0028,7,0,0,0.0,0.0
0.006,2,1,0,0.0,0.1819
0.001,2,0,0,0.0,0.0
2.8328,4520,31,4,270.2977,3.0
4.034,8564,43,6,383.9164,8.182
3.9483,4837,49,1,330.9643,2.6739
1.3905,3597,27,7,200.6203,2.8818
0.0247,31,0,0,0.0,0.0
0.1232,204,1,0,0.0,0.1096
0.0125,82,0,0,0.0,0.0
0.005,2,0,0,0.0,0.0
0.0163,193,0,0,0.0,0.0
1.401,2324,94,1,20.301,3.7589
1.0506,3260,19,5,163.4508,3.5411
0.2554,2651,27,0,0.0,1.4735
20.7379,47904,124,82,3344.9672,13.0
4.9535,9507,37,25,894.0833,4.0
0.2124,1091,2,0,0.0,0.1092
0.0983,413,1,0,0.0,0.1091
0.0129,24,0,0,0.0,0.0
0.0161,10,0,0,0.0,0.0
0.005,4,0,0,0.0,0.0
0.0465,26,0,0,0.0,0.0
0.0129,68,1,0,0.0,0.0401
0.0278,107,0,0,0.0,0.0
0.0039,166,0,0,0.0,0.0
0.014,12,0,0,0.0,0.0
0.1011,186,0,0,0.0,0.0
8.8886,5270,56,39,776.4618,10.2745
0.5278,1033,26,1,25.0304,2.7767
0.0013,10,0,0,0.0,0.0
170.7056,135808,1111,426,20278.673,209.0
0.7726,22276,47,0,0.0,2.5469
0.116,184,1,0,0.0,0.1078
0.0475,173,0,0,0.0,0.0
0.0065,10,0,0,0.0,0.0
0.2499,4178,7,0,0.0,0.3804
0.0638,325,0,0,0.0,0.0
0.0171,43,0,0,0.0,0.0
4.5505,37480,260,0,0.0,10.3981
7.0311,72879,270,1,456.0365,14.111
31.8656,21046,169,12,823.1971,30.414
0.0391,96,0,0,0.0,0.0
1.3222,2543,54,0,0.0,2.7922
2.0791,5833,67,0,0.0,2.6051
0.002,15,1,1,36.2243,0.1207
0.9353,23056,50,2,72.5848,2.7344
0.1392,265,2,0,0.0,0.1069
73.6068,134947,376,370,13349.8031,40.0
0.0027,7,0,0,0.0,0.0
0.7684,480,2,0,0.0,0.3751
0.1821,1995,2,0,0.0,0.1126
0.0673,210,0,0,0.0,0.0
2.1442,18390,63,0,0.0,3.4168
0.3876,1371,4,2,54.4172,0.2193
0.0078,22,0,0,0.0,0.0
0.0972,923,3,0,0.0,0.1649
0.5284,846,3,0,0.0,0.5607
2.1826,5568,27,16,978.3504,5.0
4.033,9609,32,19,1375.0791,3.0
0.3244,1196,10,0,0.0,1.1027
0.6761,750,8,0,0.0,0.4348
0.0006,1,0,0,0.0,0.0
366.4479,402793,9633,2747,138581.6624,1816.0
0.6862,913,5,0,0.0,0.2711
3.8103,13402,68,6,377.0512,7.3318
0.2972,1619,3,0,0.0,0.5398
0.9571,2603,13,1,9.3024,2.429
0.2157,467,3,0,0.0,0.3202
0.4516,962,11,1,63.8757,1.2031
3.8663,4696,83,1,58.7089,3.2747
3.0768,4020,31,4,149.7064,5.782
16.4634,32038,173,17,1334.8374,31.1318
0.0045,3,0,0,0.0,0.0
8.5806,24341,69,2,39.0417,3.7545
0.6588,670,5,1,48.7787,0.2731
0.2617,1356,13,1,71.9562,1.386
0.0085,5,0,0,0.0,0.0
0.0003,6,0,0,0.0,0.0
9.4582,3738,27,17,583.2293,2.0
92.2954,254419,3345,74,6116.4163,130.0397
0.2833,1055,6,0,0.0,0.3295
0.0007,2,0,0,0.0,0.0
0.6818,784,13,0,0.0,2.4228
0.8846,9091,46,0,0.0,2.4561
0.4867,752,4,0,0.0,0.2149
0.2784,491,9,0,0.0,0.4806
0.0303,712,2,0,0.0,0.0773
0.3984,580,6,0,0.0,1.1391
0.2868,971,0,0,0.0,0.0
0.0601,1674,2,0,0.0,0.1104
0.0011,2,0,0,0.0,0.0
1.0389,10508,69,0,0.0,3.6961
0.4497,824,9,0,0.0,0.4912
0.1622,4525,6,0,0.0,0.3203
0.0144,1144,0,0,0.0,0.0
0.1969,128,1,0,0.0,0.1087
0.0012,67,0,0,0.0,0.0
0.004,5,0,0,0.0,0.0
2.2639,5288,40,5,156.6315,7.502
0.1626,3295,6,0,0.0,0.2399
0.0307,140,0,0,0.0,0.0
10.7484,9991,243,1,217.7686,13.189
41.035,40335,195,64,2588.0752,36.0
16.7474,18172,118,22,1003.2109,22.0
0.0002,1,0,0,0.0,0.0
1.3937,3708,28,1,9.2354,3.1202
48.3304,57405,206,97,5037.6468,39.0
0.1469,390,0,0,0.0,0.0
0.0811,2818,4,0,0.0,0.2188
1.0371,21582,75,0,0.0,4.0774
0.806,27268,46,0,0.0,2.3863
0.9754,794,12,1,167.9657,2.221
0.9585,920,8,3,1427.4823,0.4272
0.0998,168,1,0,0.0,0.189
0.0119,156,0,0,0.0,0.0
0.2006,5531,5,0,0.0,0.2664
8.0963,15752,117,12,424.1341,21.7525
0.0155,11,0,0,0.0,0.0
0.0957,605,3,1,8.5811,0.3263
0.0,1,0,0,0.0,0.0
0.0173,24,0,0,0.0,0.0
29.8793,19494,129,53,2178.7473,23.0
0.0006,1,0,0,0.0,0.0
0.4052,5989,19,0,0.0,0.7446
1.7776,18230,114,0,0.0,6.2113
0.1543,281,0,0,0.0,0.0
0.0145,122,0,0,0.0,0.0
11.641,85958,303,2,99.1981,16.4854
0.4492,7392,16,0,0.0,0.6272
34.571,30120,153,86,3346.2094,28.0
272.2635,293092,1337,565,25230.4922,249.0
0.0028,5,0,0,0.0,0.0
0.1022,206,2,2,9.032,0.378
0.1342,336,0,0,0.0,0.0
0.0268,108,0,0,0.0,0.0
0.1067,3421,7,0,0.0,0.3762
0.0008,1,0,0,0.0,0.0
24.4094,16425,126,58,2110.5866,24.0
0.0013,2,0,0,0.0,0.0
0.4174,1965,13,7,455.565,1.8568
0.0378,131,0,0,0.0,0.0
0.019,40,0,0,0.0,0.0
24.6666,13657,126,70,6124.6525,23.0
12.5276,55417,717,15,941.8047,27.8058
0.0318,51,0,0,0.0,0.0
0.2519,413,6,0,0.0,0.6449
0.0413,24,0,0,0.0,0.0
0.1851,170,3,0,0.0,0.5591
0.0308,62,0,0,0.0,0.0
12.508,14891,83,64,4208.407,15.0
21.6712,25089,666,45,2509.681,121.8567
6.2887,77159,263,1,25.4414,14.2743
0.3609,1126,9,0,0.0,0.4883
1.0634,5618,6,0,0.0,0.3224
0.0006,1,0,0,0.0,0.0
0.0896,662,1,0,0.0,0.1898
1.9026,1885,54,2,43.4683,5.8995
0.8719,5069,41,0,0.0,1.6796
17.7691,29724,75,52,2990.7396,8.0
0.1112,407,2,0,0.0,0.1099
0.6872,9984,25,0,0.0,1.3165
0.2182,322,6,0,0.0,0.2326
2.7324,4278,10,3,428.9001,1.0
0.8974,1390,33,1,68.8858,1.798
0.4901,1491,9,1,5.6311,1.7138
0.187,384,5,0,0.0,0.2678
0.1626,2877,6,0,0.0,0.3219
0.0088,35,0,0,0.0,0.0
0.0244,60,0,0,0.0,0.0
0.0265,43,0,0,0.0,0.0
0.0482,25,0,0,0.0,0.0
1.0499,5149,15,2,96.9563,0.7975
0.0244,42,0,0,0.0,0.0
0.0045,3,0,0,0.0,0.0
0.0032,347,0,0,0.0,0.0
0.007,225,0,0,0.0,0.0
0.036,20,0,0,0.0,0.0
32.2281,105805,2314,17,1752.4573,94.799
4.5796,2777,75,6,259.055,3.0305
0.0924,166,2,0,0.0,0.1073
0.874,6903,39,0,0.0,2.1325
0.409,1216,1,0,0.0,0.054
0.0903,148,0,0,0.0,0.0
1.3878,3939,45,0,0.0,1.7637
0.0027,4,0,0,0.0,0.0
0.0017,1,0,0,0.0,0.0
3.4843,18306,214,3,76.3458,8.5974
0.0072,33,0,0,0.0,0.0
0.0015,4,0,0,0.0,0.0
0.8146,1513,14,1,29.8861,0.7532
0.8245,3072,19,2,154.6605,3.5352
7.8249,24146,68,30,1545.0159,3.7889
63.8312,73164,260,148,6526.2595,49.0
6.5244,15589,308,7,749.3899,12.4431
2.8086,5102,31,9,365.735,5.5979
0.0178,18,0,0,0.0,0.0
1.0944,18819,63,0,0.0,3.3929
7.7721,5152,78,12,1163.6187,14.558
133.596,159835,1065,746,37213.8798,113.0
7.136,88014,359,5,277.2849,19.5263
4.0966,3978,41,0,0.0,1.6069
1.3754,4024,11,2,109.3684,0.5865
24.7583,75818,835,8,554.223,32.1983
1.2453,7375,113,0,0.0,6.0245
3.652,5983,47,1,67.3098,2.584
8.1571,14436,113,20,4469.5413,12.4245
0.0054,7,0,0,0.0,0.0
0.4474,1762,7,0,0.0,1.3064
1.0361,949,7,0,0.0,0.3762
0.1141,374,4,0,0.0,0.2132
0.1085,270,2,0,0.0,0.2149
0.0041,11,0,0,0.0,0.0
0.4169,692,12,1,161.1871,0.6465
1.5051,38535,80,0,0.0,4.1705
0.6111,968,17,1,123.7213,0.918
0.3129,3774,8,0,0.0,0.4279
0.1765,214,5,0,0.0,0.2753
0.0942,154,0,0,0.0,0.0
0.9958,1650,63,1,78.2477,2.5454
0.0088,97,0,0,0.0,0.0
1.7621,5601,27,3,48.1375,4.9988
0.0121,3,0,0,0.0,0.0
0.0119,7,0,0,0.0,0.0
0.0028,36,1,0,0.0,0.0557
37.4706,53505,630,329,14265.9149,117.0
0.0012,2,0,0,0.0,0.0
0.1647,267,1,0,0.0,0.0399
1.1767,25196,77,0,0.0,4.2478
0.0032,8,0,0,0.0,0.0
0.7334,9856,72,1,165.0504,3.9023
1.2966,1186,29,0,0.0,1.5859
0.1214,363,1,0,0.0,0.1066
1.3635,12444,65,0,0.0,3.4533
0.0185,260,0,0,0.0,0.0
0.0111,69,0,0,0.0,0.0
0.0093,109,1,0,0.0,0.0533
0.0101,18,0,0,0.0,0.0
0.0079,13,0,0,0.0,0.0
0.0015,4,0,0,0.0,0.0
0.617,1852,9,0,0.0,0.4717
27.3991,15029,146,59,2020.7363,27.0
44.0355,196201,2224,38,2641.6866,86.9605
307.3453,236270,3291,1267,55019.7363,594.2538
0.2204,1544,4,0,0.0,0.216
0.1528,280,3,1,34.5492,0.1637
0.0972,236,0,0,0.0,0.0
2.011,41115,114,0,0.0,6.1731
2.1937,26323,149,6,218.4833,8.0464
0.0719,41,0,0,0.0,0.0
0.0011,3,0,0,0.0,0.0
0.0066,4,0,0,0.0,0.0
1.1081,5553,15,0,0.0,0.8136
0.0007,1,0,0,0.0,0.0
22.8326,48383,202,57,3244.2238,22.0
0.0416,37,0,0,0.0,0.0
0.0007,35,0,0,0.0,0.0
0.0012,1,0,0,0.0,0.0
0.1412,221,2,0,0.0,0.1051
2.6262,42071,107,0,0.0,5.5917
20.4219,43158,222,18,1225.6714,40.1774
0.4625,6566,32,0,0.0,1.238
3.5218,4525,18,5,567.6721,3.2498
0.132,473,4,0,0.0,0.7138
0.1077,219,4,0,0.0,0.4322
0.2819,2768,22,0,0.0,1.1931
0.0128,84,1,0,0.0,0.0403
3.1819,49081,160,2,312.6909,8.6159
0.1145,189,1,0,0.0,0.0521
59.4457,229795,3368,59,4603.7777,136.0408
6.0012,55460,295,5,256.5587,11.9151
0.2856,1902,1,0,0.0,0.0545
0.016,140,0,0,0.0,0.0
0.1226,448,2,0,0.0,0.3669
0.0317,75,0,0,0.0,0.0
0.1057,194,1,0,0.0,0.0545
0.0845,108,2,0,0.0,0.1087
2.5576,5616,23,2,365.2858,1.2264
28.7436,20806,149,35,2734.4018,26.5958
13.082,25806,240,112,4215.2771,25.0
0.0244,26,0,0,0.0,0.0
0.0436,124,0,0,0.0,0.0
0.0034,33,0,0,0.0,0.0
175.1472,146612,2003,1415,69171.0218,217.0
0.7033,425,0,0,0.0,0.0
0.7494,1000,12,2,616.0964,2.2897
25.1322,48442,1613,18,1985.1195,62.198
1.2122,30865,70,0,0.0,3.8191
1.7439,30573,74,0,0.0,4.0687
8.3025,14534,82,42,1676.4445,8.0
94.4203,38758,701,413,20420.4931,128.2182
7.6061,3961,37,15,784.2974,7.0
0.0301,19,0,0,0.0,0.0
161.1869,134940,1975,1520,71968.9326,210.0
4.806,9617,58,43,1803.5927,6.0
0.2445,2903,17,0,0.0,0.9039
1.0696,1874,65,0,0.0,3.466
13.6706,39154,350,9,1284.1896,13.496
0.7903,1507,38,2,135.6693,4.2344
0.9944,15844,80,0,0.0,4.2659
0.5546,9829,15,0,0.0,0.8203
0.3519,2117,4,0,0.0,0.2125
0.0145,8,0,0,0.0,0.0
0.2906,1790,4,0,0.0,0.2184
0.1159,377,2,0,0.0,0.3738
0.0021,45,0,0,0.0,0.0
0.0063,11,0,0,0.0,0.0
1.0975,37641,50,1,35.7743,2.7132
0.1018,165,0,0,0.0,0.0
0.7235,2933,5,1,28.4355,0.271
0.0015,1,0,0,0.0,0.0
